path|file_name|extension|size_bytes|git_status|ignored_by|module|area|source_set|probable_owner|file_role|created_or_first_seen_commit|last_meaningful_commit|current_references|classification|recommended_disposition|confidence|risk_if_removed|evidence|superseded_by|notes
monitor-app/src/main/java/com/crypto/funding/application/autoapproval/UpdateAutoApprovalRuleCommand.java|UpdateAutoApprovalRuleCommand.java|.java|678|tracked||monitor-app|application/autoapproval|main||Java source in application/autoapproval|aac34ce|aac34ce||ACTIVE_RUNTIME|KEEP|MEDIUM|MEDIUM|Java source in application/autoapproval||General Java source
monitor-app/src/main/java/com/crypto/funding/application/candidate/ApproveSignalCandidateCommand.java|ApproveSignalCandidateCommand.java|.java|296|tracked||monitor-app|application/candidate|main||Java source in application/candidate|141b49d|610d109||ACTIVE_RUNTIME|KEEP|MEDIUM|MEDIUM|Java source in application/candidate||General Java source
monitor-app/src/main/java/com/crypto/funding/application/candidate/CandidateNormalizationResult.java|CandidateNormalizationResult.java|.java|351|tracked||monitor-app|application/candidate|main||Java source in application/candidate|0316a70|610d109||ACTIVE_RUNTIME|KEEP|MEDIUM|MEDIUM|Java source in application/candidate||General Java source
monitor-app/src/main/java/com/crypto/funding/application/candidate/IngestSignalCandidateCommand.java|IngestSignalCandidateCommand.java|.java|389|tracked||monitor-app|application/candidate|main||Java source in application/candidate|0316a70|f01fa0f||ACTIVE_RUNTIME|KEEP|MEDIUM|MEDIUM|Java source in application/candidate||General Java source
monitor-app/src/main/java/com/crypto/funding/application/candidate/RejectSignalCandidateCommand.java|RejectSignalCandidateCommand.java|.java|146|tracked||monitor-app|application/candidate|main||Java source in application/candidate|0316a70|610d109||ACTIVE_RUNTIME|KEEP|MEDIUM|MEDIUM|Java source in application/candidate||General Java source
monitor-app/src/main/java/com/crypto/funding/application/candidate/SignalCandidateIngestService.java|SignalCandidateIngestService.java|.java|7232|tracked||monitor-app|application/candidate|main||Java source in application/candidate|0316a70|347d8a3||ACTIVE_RUNTIME|KEEP|MEDIUM|MEDIUM|Java source in application/candidate||General Java source
monitor-app/src/main/java/com/crypto/funding/application/candidate/SignalCandidateLifecycleService.java|SignalCandidateLifecycleService.java|.java|5267|tracked||monitor-app|application/candidate|main||Java source in application/candidate|f01fa0f|610d109||ACTIVE_RUNTIME|KEEP|MEDIUM|MEDIUM|Java source in application/candidate||General Java source
monitor-app/src/main/java/com/crypto/funding/application/candidate/SignalCandidateQueryService.java|SignalCandidateQueryService.java|.java|4055|tracked||monitor-app|application/candidate|main||Java source in application/candidate|0316a70|b27ccab||ACTIVE_RUNTIME|KEEP|MEDIUM|MEDIUM|Java source in application/candidate||General Java source
monitor-app/src/main/java/com/crypto/funding/application/candidate/SignalCandidateReviewService.java|SignalCandidateReviewService.java|.java|8207|tracked||monitor-app|application/candidate|main||Java source in application/candidate|0316a70|ae014d1||ACTIVE_RUNTIME|KEEP|MEDIUM|MEDIUM|Java source in application/candidate||General Java source
monitor-app/src/main/java/com/crypto/funding/application/candidate/SignalLiquidityService.java|SignalLiquidityService.java|.java|3339|tracked||monitor-app|application/candidate|main||Java source in application/candidate|38820c4|aac34ce||ACTIVE_RUNTIME|KEEP|MEDIUM|MEDIUM|Java source in application/candidate||General Java source
monitor-app/src/main/java/com/crypto/funding/application/candidate/SymbolNormalizationService.java|SymbolNormalizationService.java|.java|4851|tracked||monitor-app|application/candidate|main||Java source in application/candidate|0316a70|f01fa0f||ACTIVE_RUNTIME|KEEP|MEDIUM|MEDIUM|Java source in application/candidate||General Java source
monitor-app/src/main/java/com/crypto/funding/application/engine/MonitorEnginePlanService.java|MonitorEnginePlanService.java|.java|16216|tracked||monitor-app|application/engine|main||Java source in application/engine|a0ca722|26146fa||ACTIVE_RUNTIME|KEEP|MEDIUM|MEDIUM|Java source in application/engine||General Java source
monitor-app/src/main/java/com/crypto/funding/application/engine/planning/EngineEntryAttemptScheduleBuilder.java|EngineEntryAttemptScheduleBuilder.java|.java|2499|tracked||monitor-app|application/engine/planning|main||Java source in application/engine/planning|cc83ddf|cc83ddf||ACTIVE_RUNTIME|KEEP|MEDIUM|MEDIUM|Java source in application/engine/planning||General Java source
monitor-app/src/main/java/com/crypto/funding/application/engine/planning/EnginePlanLookaheadFilter.java|EnginePlanLookaheadFilter.java|.java|1207|tracked||monitor-app|application/engine/planning|main||Java source in application/engine/planning|cc83ddf|cc83ddf||ACTIVE_RUNTIME|KEEP|MEDIUM|MEDIUM|Java source in application/engine/planning||General Java source
monitor-app/src/main/java/com/crypto/funding/application/engine/planning/EnginePlanStatusCalculator.java|EnginePlanStatusCalculator.java|.java|2688|tracked||monitor-app|application/engine/planning|main||Java source in application/engine/planning|cc83ddf|cc83ddf||ACTIVE_RUNTIME|KEEP|MEDIUM|MEDIUM|Java source in application/engine/planning||General Java source
monitor-app/src/main/java/com/crypto/funding/application/engine/planning/EnginePlanSummaryFormatter.java|EnginePlanSummaryFormatter.java|.java|1282|tracked||monitor-app|application/engine/planning|main||Java source in application/engine/planning|cc83ddf|cc83ddf||ACTIVE_RUNTIME|KEEP|MEDIUM|MEDIUM|Java source in application/engine/planning||General Java source
monitor-app/src/main/java/com/crypto/funding/application/event/ArmFundingEventCommand.java|ArmFundingEventCommand.java|.java|418|tracked||monitor-app|application/event|main||Java source in application/event|141b49d|ff64267||ACTIVE_RUNTIME|KEEP|MEDIUM|MEDIUM|Java source in application/event||General Java source
monitor-app/src/main/java/com/crypto/funding/application/event/CreateFundingEventCommand.java|CreateFundingEventCommand.java|.java|315|tracked||monitor-app|application/event|main||Java source in application/event|141b49d|0316a70||ACTIVE_RUNTIME|KEEP|MEDIUM|MEDIUM|Java source in application/event||General Java source
monitor-app/src/main/java/com/crypto/funding/application/event/FundingEventArmService.java|FundingEventArmService.java|.java|3823|tracked||monitor-app|application/event|main||Java source in application/event|0316a70|aac34ce||ACTIVE_RUNTIME|KEEP|MEDIUM|MEDIUM|Java source in application/event||General Java source
monitor-app/src/main/java/com/crypto/funding/application/event/FundingEventCommandService.java|FundingEventCommandService.java|.java|3286|tracked||monitor-app|application/event|main||Java source in application/event|141b49d|f01fa0f||ACTIVE_RUNTIME|KEEP|MEDIUM|MEDIUM|Java source in application/event||General Java source
monitor-app/src/main/java/com/crypto/funding/application/event/FundingEventLifecycleService.java|FundingEventLifecycleService.java|.java|1775|tracked||monitor-app|application/event|main||Java source in application/event|f01fa0f|610d109||ACTIVE_RUNTIME|KEEP|MEDIUM|MEDIUM|Java source in application/event||General Java source
monitor-app/src/main/java/com/crypto/funding/application/event/FundingEventQueryService.java|FundingEventQueryService.java|.java|5275|tracked||monitor-app|application/event|main||Java source in application/event|0316a70|9dcbb3b||ACTIVE_RUNTIME|KEEP|MEDIUM|MEDIUM|Java source in application/event||General Java source
monitor-app/src/main/java/com/crypto/funding/application/execution/EngineLatencyRecordService.java|EngineLatencyRecordService.java|.java|1853|tracked||monitor-app|application/execution|main||Java source in application/execution|893126a|893126a||ACTIVE_RUNTIME|KEEP|MEDIUM|MEDIUM|Java source in application/execution||General Java source
monitor-app/src/main/java/com/crypto/funding/application/execution/EngineLifecycleRecordService.java|EngineLifecycleRecordService.java|.java|9452|tracked||monitor-app|application/execution|main||Java source in application/execution|a26f159|dc65052||ACTIVE_RUNTIME|KEEP|MEDIUM|MEDIUM|Java source in application/execution||General Java source
monitor-app/src/main/java/com/crypto/funding/application/execution/EngineWarmupRecordService.java|EngineWarmupRecordService.java|.java|1360|tracked||monitor-app|application/execution|main||Java source in application/execution|7cc4699|7cc4699||ACTIVE_RUNTIME|KEEP|MEDIUM|MEDIUM|Java source in application/execution||General Java source
monitor-app/src/main/java/com/crypto/funding/application/execution/OrderAttemptRecordService.java|OrderAttemptRecordService.java|.java|6499|tracked||monitor-app|application/execution|main||Java source in application/execution|3396b11|8b94d5e||ACTIVE_RUNTIME|KEEP|MEDIUM|MEDIUM|Java source in application/execution||General Java source
monitor-app/src/main/java/com/crypto/funding/application/execution/PositionQueryService.java|PositionQueryService.java|.java|1520|tracked||monitor-app|application/execution|main||Java source in application/execution|893126a|893126a||ACTIVE_RUNTIME|KEEP|MEDIUM|MEDIUM|Java source in application/execution||General Java source
monitor-app/src/main/java/com/crypto/funding/application/execution/TradeOutcomeQueryService.java|TradeOutcomeQueryService.java|.java|3324|tracked||monitor-app|application/execution|main||Java source in application/execution|893126a|44ccc4f||ACTIVE_RUNTIME|KEEP|MEDIUM|MEDIUM|Java source in application/execution||General Java source
monitor-app/src/main/java/com/crypto/funding/application/liquidity/LiquidityAssessmentService.java|LiquidityAssessmentService.java|.java|10234|tracked||monitor-app|application/liquidity|main||Java source in application/liquidity|26146fa|aac34ce||ACTIVE_RUNTIME|KEEP|MEDIUM|MEDIUM|Java source in application/liquidity||General Java source
monitor-app/src/main/java/com/crypto/funding/application/liquidity/LiquidityAutoAssessService.java|LiquidityAutoAssessService.java|.java|1773|tracked||monitor-app|application/liquidity|main||Java source in application/liquidity|3424d43|3424d43||ACTIVE_RUNTIME|KEEP|MEDIUM|MEDIUM|Java source in application/liquidity||General Java source
monitor-app/src/main/java/com/crypto/funding/application/monitor/DevTestRunService.java|DevTestRunService.java|.java|17559|tracked||monitor-app|application/monitor|main||Java source in application/monitor|6bedabb|ad4bd22||ACTIVE_RUNTIME|KEEP|MEDIUM|MEDIUM|Java source in application/monitor||General Java source
monitor-app/src/main/java/com/crypto/funding/application/monitor/EngineControlService.java|EngineControlService.java|.java|5708|tracked||monitor-app|application/monitor|main||Java source in application/monitor|307e9fd|431c466||ACTIVE_RUNTIME|KEEP|MEDIUM|MEDIUM|Java source in application/monitor||General Java source
monitor-app/src/main/java/com/crypto/funding/application/monitor/MonitorOverviewService.java|MonitorOverviewService.java|.java|14205|tracked||monitor-app|application/monitor|main||Java source in application/monitor|a0ca722|6fe54e6||ACTIVE_RUNTIME|KEEP|MEDIUM|MEDIUM|Java source in application/monitor||General Java source
monitor-app/src/main/java/com/crypto/funding/application/observability/EngineMetricsIngestService.java|EngineMetricsIngestService.java|.java|897|tracked||monitor-app|application/observability|main||Java source in application/observability|cc83ddf|cc83ddf||ACTIVE_RUNTIME|KEEP|MEDIUM|MEDIUM|Java source in application/observability||General Java source
monitor-app/src/main/java/com/crypto/funding/application/observability/EngineMetricsSnapshotNormalizer.java|EngineMetricsSnapshotNormalizer.java|.java|2142|tracked||monitor-app|application/observability|main||Java source in application/observability|cc83ddf|cc83ddf||ACTIVE_RUNTIME|KEEP|MEDIUM|MEDIUM|Java source in application/observability||General Java source
monitor-app/src/main/java/com/crypto/funding/application/observability/EngineMetricsSnapshotStore.java|EngineMetricsSnapshotStore.java|.java|744|tracked||monitor-app|application/observability|main||Java source in application/observability|2483502|cc83ddf||ACTIVE_RUNTIME|KEEP|MEDIUM|MEDIUM|Java source in application/observability||General Java source
monitor-app/src/main/java/com/crypto/funding/application/observability/EngineMetricsSnapshotView.java|EngineMetricsSnapshotView.java|.java|10416|tracked||monitor-app|application/observability|main||Java source in application/observability|2483502|307e9fd||ACTIVE_RUNTIME|KEEP|MEDIUM|MEDIUM|Java source in application/observability||General Java source
monitor-app/src/main/java/com/crypto/funding/application/query/TradeQueryService.java|TradeQueryService.java|.java|4300|tracked||monitor-app|application/query|main||Java source in application/query|141b49d|7cc4699||ACTIVE_RUNTIME|KEEP|MEDIUM|MEDIUM|Java source in application/query||General Java source
monitor-app/src/main/java/com/crypto/funding/application/security/CredentialStorageStartupValidator.java|CredentialStorageStartupValidator.java|.java|973|tracked||monitor-app|application/security|main||Java source in application/security|610d109|610d109||ACTIVE_RUNTIME|KEEP|MEDIUM|MEDIUM|Java source in application/security||General Java source
monitor-app/src/main/java/com/crypto/funding/application/security/OperatorAccountService.java|OperatorAccountService.java|.java|2731|tracked||monitor-app|application/security|main||Java source in application/security|610d109|0bad861||ACTIVE_RUNTIME|KEEP|MEDIUM|MEDIUM|Java source in application/security||General Java source
monitor-app/src/main/java/com/crypto/funding/application/security/OperatorCredentialService.java|OperatorCredentialService.java|.java|15385|tracked||monitor-app|application/security|main||Java source in application/security|610d109|7c08bb3||ACTIVE_RUNTIME|KEEP|MEDIUM|MEDIUM|Java source in application/security||General Java source
monitor-app/src/main/java/com/crypto/funding/application/trade/ArmedTradeCommandService.java|ArmedTradeCommandService.java|.java|13761|tracked||monitor-app|application/trade|main||Java source in application/trade|141b49d|937f2d8||ACTIVE_RUNTIME|KEEP|MEDIUM|MEDIUM|Java source in application/trade||General Java source
monitor-app/src/main/java/com/crypto/funding/application/trade/CreateArmedTradeCommand.java|CreateArmedTradeCommand.java|.java|502|tracked||monitor-app|application/trade|main||Java source in application/trade|141b49d|043c55a||ACTIVE_RUNTIME|KEEP|MEDIUM|MEDIUM|Java source in application/trade||General Java source
monitor-app/src/main/java/com/crypto/funding/application/trade/TradeJournalService.java|TradeJournalService.java|.java|2095|tracked||monitor-app|application/trade|main||Java source in application/trade|0316a70|610d109||ACTIVE_RUNTIME|KEEP|MEDIUM|MEDIUM|Java source in application/trade||General Java source
monitor-app/src/main/java/com/crypto/funding/application/trade/UpdateArmedTradeCommand.java|UpdateArmedTradeCommand.java|.java|411|tracked||monitor-app|application/trade|main||Java source in application/trade|141b49d|043c55a||ACTIVE_RUNTIME|KEEP|MEDIUM|MEDIUM|Java source in application/trade||General Java source
monitor-app/src/main/java/com/crypto/funding/application/venue/InstrumentMetadataSyncRunner.java|InstrumentMetadataSyncRunner.java|.java|1393|tracked||monitor-app|application/venue|main||Java source in application/venue|0316a70|610d109||ACTIVE_RUNTIME|KEEP|MEDIUM|MEDIUM|Java source in application/venue||General Java source
monitor-app/src/main/java/com/crypto/funding/application/venue/InstrumentRegistryService.java|InstrumentRegistryService.java|.java|10187|tracked||monitor-app|application/venue|main||Java source in application/venue|0316a70|2c0ffe9||ACTIVE_RUNTIME|KEEP|MEDIUM|MEDIUM|Java source in application/venue||General Java source
monitor-app/src/main/java/com/crypto/funding/application/venue/VenueDiagnosticsService.java|VenueDiagnosticsService.java|.java|10199|tracked||monitor-app|application/venue|main||Java source in application/venue|0316a70|2466a1f||ACTIVE_RUNTIME|KEEP|MEDIUM|MEDIUM|Java source in application/venue||General Java source
monitor-app/src/main/java/com/crypto/funding/application/venue/VenueLatencyProbeService.java|VenueLatencyProbeService.java|.java|4999|tracked||monitor-app|application/venue|main||Java source in application/venue|893126a|333ac27||ACTIVE_RUNTIME|KEEP|MEDIUM|MEDIUM|Java source in application/venue||General Java source
monitor-app/src/main/java/com/crypto/funding/application/venue/VenueLatencyService.java|VenueLatencyService.java|.java|1859|tracked||monitor-app|application/venue|main||Java source in application/venue|ff64267|3396b11||ACTIVE_RUNTIME|KEEP|MEDIUM|MEDIUM|Java source in application/venue||General Java source
monitor-app/src/main/java/com/crypto/funding/application/venue/VenueMarkPriceService.java|VenueMarkPriceService.java|.java|1421|tracked||monitor-app|application/venue|main||Java source in application/venue|043c55a|043c55a||ACTIVE_RUNTIME|KEEP|MEDIUM|MEDIUM|Java source in application/venue||General Java source
monitor-app/src/main/java/com/crypto/funding/application/venue/VenueProfileService.java|VenueProfileService.java|.java|12341|tracked||monitor-app|application/venue|main||Java source in application/venue|f01fa0f|951471a||ACTIVE_RUNTIME|KEEP|MEDIUM|MEDIUM|Java source in application/venue||General Java source
monitor-app/src/main/java/com/crypto/funding/config/AutoApprovalProperties.java|AutoApprovalProperties.java|.java|710|tracked||monitor-app|config|main||Configuration properties|aac34ce|aac34ce||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|Configuration properties||Spring Boot config
monitor-app/src/main/java/com/crypto/funding/config/CandidateProperties.java|CandidateProperties.java|.java|472|tracked||monitor-app|config|main||Configuration properties|0316a70|610d109||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|Configuration properties||Spring Boot config
monitor-app/src/main/java/com/crypto/funding/config/CredentialStorageProperties.java|CredentialStorageProperties.java|.java|971|tracked||monitor-app|config|main||Configuration properties|610d109|610d109||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|Configuration properties||Spring Boot config
monitor-app/src/main/java/com/crypto/funding/config/DeepSeekProperties.java|DeepSeekProperties.java|.java|1214|tracked||monitor-app|config|main||Configuration properties|38820c4|38820c4||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|Configuration properties||Spring Boot config
monitor-app/src/main/java/com/crypto/funding/config/DotenvEnvironmentPostProcessor.java|DotenvEnvironmentPostProcessor.java|.java|6012|tracked||monitor-app|config|main||Configuration properties|0077749|f01fa0f||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|Configuration properties||Spring Boot config
monitor-app/src/main/java/com/crypto/funding/config/FundingCandidateSourceProperties.java|FundingCandidateSourceProperties.java|.java|1166|tracked||monitor-app|config|main||Configuration properties|3c60f96|610d109||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|Configuration properties||Spring Boot config
monitor-app/src/main/java/com/crypto/funding/config/LiquidityProperties.java|LiquidityProperties.java|.java|2580|tracked||monitor-app|config|main||Configuration properties|26146fa|26146fa||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|Configuration properties||Spring Boot config
monitor-app/src/main/java/com/crypto/funding/config/MetadataSyncProperties.java|MetadataSyncProperties.java|.java|1939|tracked||monitor-app|config|main||Configuration properties|0316a70|f01fa0f||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|Configuration properties||Spring Boot config
monitor-app/src/main/java/com/crypto/funding/config/MonitorDevTestToolProperties.java|MonitorDevTestToolProperties.java|.java|1452|tracked||monitor-app|config|main||Configuration properties|6bedabb|6bedabb||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|Configuration properties||Spring Boot config
monitor-app/src/main/java/com/crypto/funding/config/MonitorEngineControlProperties.java|MonitorEngineControlProperties.java|.java|666|tracked||monitor-app|config|main||Configuration properties|307e9fd|307e9fd||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|Configuration properties||Spring Boot config
monitor-app/src/main/java/com/crypto/funding/config/MonitorEngineMetricsProperties.java|MonitorEngineMetricsProperties.java|.java|409|tracked||monitor-app|config|main||Configuration properties|2483502|2483502||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|Configuration properties||Spring Boot config
monitor-app/src/main/java/com/crypto/funding/config/MonitorEnginePlanProperties.java|MonitorEnginePlanProperties.java|.java|1029|tracked||monitor-app|config|main||Configuration properties|a0ca722|610d109||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|Configuration properties||Spring Boot config
monitor-app/src/main/java/com/crypto/funding/config/MonitorRiskProperties.java|MonitorRiskProperties.java|.java|960|tracked||monitor-app|config|main||Configuration properties|893126a|937f2d8||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|Configuration properties||Spring Boot config
monitor-app/src/main/java/com/crypto/funding/config/OperatorSecurityProperties.java|OperatorSecurityProperties.java|.java|909|tracked||monitor-app|config|main||Configuration properties|610d109|0bad861||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|Configuration properties||Spring Boot config
monitor-app/src/main/java/com/crypto/funding/config/SqliteDataDirectoryEnvironmentPostProcessor.java|SqliteDataDirectoryEnvironmentPostProcessor.java|.java|4996|tracked||monitor-app|config|main||Configuration properties|0316a70|f01fa0f||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|Configuration properties||Spring Boot config
monitor-app/src/main/java/com/crypto/funding/config/TradePreparationProperties.java|TradePreparationProperties.java|.java|1178|tracked||monitor-app|config|main||Configuration properties|610d109|610d109||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|Configuration properties||Spring Boot config
monitor-app/src/main/java/com/crypto/funding/config/VenueHttpClientConfig.java|VenueHttpClientConfig.java|.java|717|tracked||monitor-app|config|main||Configuration properties|0316a70|610d109||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|Configuration properties||Spring Boot config
monitor-app/src/main/java/com/crypto/funding/config/VenueHttpProperties.java|VenueHttpProperties.java|.java|917|tracked||monitor-app|config|main||Configuration properties|0316a70|610d109||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|Configuration properties||Spring Boot config
monitor-app/src/main/java/com/crypto/funding/infrastructure/ai/DeepSeekClient.java|DeepSeekClient.java|.java|4332|tracked||monitor-app|infrastructure/ai|main||AI advisor client|38820c4|38820c4||ACTIVE_RUNTIME|KEEP|VERIFIED|MEDIUM|AI advisor client||LLM integration
monitor-app/src/main/java/com/crypto/funding/infrastructure/exchange/bitget/BitgetCredentialChecker.java|BitgetCredentialChecker.java|.java|3935|tracked||monitor-app|infrastructure/exchange/bitget|main||Venue adapter: bitget|f01fa0f|4bfb29c||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|Venue adapter: bitget||Exchange integration
monitor-app/src/main/java/com/crypto/funding/infrastructure/exchange/bitget/BitgetMarkPriceAdapter.java|BitgetMarkPriceAdapter.java|.java|3369|tracked||monitor-app|infrastructure/exchange/bitget|main||Venue adapter: bitget|043c55a|333ac27||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|Venue adapter: bitget||Exchange integration
monitor-app/src/main/java/com/crypto/funding/infrastructure/exchange/bitget/BitgetMetadataAdapter.java|BitgetMetadataAdapter.java|.java|4874|tracked||monitor-app|infrastructure/exchange/bitget|main||Venue adapter: bitget|0316a70|610d109||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|Venue adapter: bitget||Exchange integration
monitor-app/src/main/java/com/crypto/funding/infrastructure/exchange/bitget/BitgetOrderBookAdapter.java|BitgetOrderBookAdapter.java|.java|4270|tracked||monitor-app|infrastructure/exchange/bitget|main||Venue adapter: bitget|043c55a|35b14c6||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|Venue adapter: bitget||Exchange integration
monitor-app/src/main/java/com/crypto/funding/infrastructure/exchange/bybit/BybitCredentialChecker.java|BybitCredentialChecker.java|.java|3711|tracked||monitor-app|infrastructure/exchange/bybit|main||Venue adapter: bybit|f01fa0f|610d109||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|Venue adapter: bybit||Exchange integration
monitor-app/src/main/java/com/crypto/funding/infrastructure/exchange/bybit/BybitMarkPriceAdapter.java|BybitMarkPriceAdapter.java|.java|3235|tracked||monitor-app|infrastructure/exchange/bybit|main||Venue adapter: bybit|043c55a|043c55a||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|Venue adapter: bybit||Exchange integration
monitor-app/src/main/java/com/crypto/funding/infrastructure/exchange/bybit/BybitMetadataAdapter.java|BybitMetadataAdapter.java|.java|5716|tracked||monitor-app|infrastructure/exchange/bybit|main||Venue adapter: bybit|0316a70|f01fa0f||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|Venue adapter: bybit||Exchange integration
monitor-app/src/main/java/com/crypto/funding/infrastructure/exchange/bybit/BybitOrderBookAdapter.java|BybitOrderBookAdapter.java|.java|4304|tracked||monitor-app|infrastructure/exchange/bybit|main||Venue adapter: bybit|043c55a|951471a||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|Venue adapter: bybit||Exchange integration
monitor-app/src/main/java/com/crypto/funding/infrastructure/exchange/gate/GateCredentialChecker.java|GateCredentialChecker.java|.java|3561|tracked||monitor-app|infrastructure/exchange/gate|main||Venue adapter: gate|f01fa0f|833b7c2||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|Venue adapter: gate||Exchange integration
monitor-app/src/main/java/com/crypto/funding/infrastructure/exchange/gate/GateMarkPriceAdapter.java|GateMarkPriceAdapter.java|.java|2430|tracked||monitor-app|infrastructure/exchange/gate|main||Venue adapter: gate|043c55a|043c55a||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|Venue adapter: gate||Exchange integration
monitor-app/src/main/java/com/crypto/funding/infrastructure/exchange/gate/GateMetadataAdapter.java|GateMetadataAdapter.java|.java|5437|tracked||monitor-app|infrastructure/exchange/gate|main||Venue adapter: gate|0316a70|cbd83ed||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|Venue adapter: gate||Exchange integration
monitor-app/src/main/java/com/crypto/funding/infrastructure/exchange/gate/GateOrderBookAdapter.java|GateOrderBookAdapter.java|.java|3965|tracked||monitor-app|infrastructure/exchange/gate|main||Venue adapter: gate|26146fa|eadcbda||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|Venue adapter: gate||Exchange integration
monitor-app/src/main/java/com/crypto/funding/infrastructure/exchange/kucoin/KucoinCredentialChecker.java|KucoinCredentialChecker.java|.java|3980|tracked||monitor-app|infrastructure/exchange/kucoin|main||Venue adapter: kucoin|f01fa0f|333ac27||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|Venue adapter: kucoin||Exchange integration
monitor-app/src/main/java/com/crypto/funding/infrastructure/exchange/kucoin/KucoinMarkPriceAdapter.java|KucoinMarkPriceAdapter.java|.java|3155|tracked||monitor-app|infrastructure/exchange/kucoin|main||Venue adapter: kucoin|043c55a|333ac27||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|Venue adapter: kucoin||Exchange integration
monitor-app/src/main/java/com/crypto/funding/infrastructure/exchange/kucoin/KucoinMetadataAdapter.java|KucoinMetadataAdapter.java|.java|4737|tracked||monitor-app|infrastructure/exchange/kucoin|main||Venue adapter: kucoin|0316a70|610d109||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|Venue adapter: kucoin||Exchange integration
monitor-app/src/main/java/com/crypto/funding/infrastructure/exchange/kucoin/KucoinOrderBookAdapter.java|KucoinOrderBookAdapter.java|.java|4284|tracked||monitor-app|infrastructure/exchange/kucoin|main||Venue adapter: kucoin|043c55a|951471a||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|Venue adapter: kucoin||Exchange integration
monitor-app/src/main/java/com/crypto/funding/infrastructure/exchange/okx/OkxCredentialChecker.java|OkxCredentialChecker.java|.java|3997|tracked||monitor-app|infrastructure/exchange/okx|main||Venue adapter: okx|f01fa0f|c802884||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|Venue adapter: okx||Exchange integration
monitor-app/src/main/java/com/crypto/funding/infrastructure/exchange/okx/OkxMarkPriceAdapter.java|OkxMarkPriceAdapter.java|.java|3277|tracked||monitor-app|infrastructure/exchange/okx|main||Venue adapter: okx|043c55a|333ac27||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|Venue adapter: okx||Exchange integration
monitor-app/src/main/java/com/crypto/funding/infrastructure/exchange/okx/OkxMetadataAdapter.java|OkxMetadataAdapter.java|.java|4966|tracked||monitor-app|infrastructure/exchange/okx|main||Venue adapter: okx|0316a70|35b14c6||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|Venue adapter: okx||Exchange integration
monitor-app/src/main/java/com/crypto/funding/infrastructure/exchange/okx/OkxOrderBookAdapter.java|OkxOrderBookAdapter.java|.java|4482|tracked||monitor-app|infrastructure/exchange/okx|main||Venue adapter: okx|043c55a|951471a||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|Venue adapter: okx||Exchange integration
monitor-app/src/main/java/com/crypto/funding/infrastructure/exchange/support/CredentialCheckSupport.java|CredentialCheckSupport.java|.java|1638|tracked||monitor-app|infrastructure/exchange/support|main||Venue adapter: support|f01fa0f|610d109||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|Venue adapter: support||Exchange integration
monitor-app/src/main/java/com/crypto/funding/infrastructure/persistence/InstrumentRegistrySymbolMetadataPort.java|InstrumentRegistrySymbolMetadataPort.java|.java|3120|tracked||monitor-app|infrastructure/persistence|main||Persistence layer|0316a70|3c60f96||ACTIVE_RUNTIME|KEEP|VERIFIED|HIGH|Persistence layer||JPA entities/repositories
